"UF";"Abrangência";"Partido";"Eleitores";"%"
"PB";"ÁGUA BRANCA";"DEM";"418";"0,120"
"PB";"ÁGUA BRANCA";"MDB";"179";"0,051"
"PB";"ÁGUA BRANCA";"PDT";"1";"0,000"
"PB";"ÁGUA BRANCA";"PP";"180";"0,052"
"PB";"ÁGUA BRANCA";"PR";"25";"0,007"
"PB";"ÁGUA BRANCA";"PROS";"18";"0,005"
"PB";"ÁGUA BRANCA";"PSB";"35";"0,010"
"PB";"ÁGUA BRANCA";"PSD";"4";"0,001"
"PB";"ÁGUA BRANCA";"PSDB";"204";"0,058"
"PB";"ÁGUA BRANCA";"PSL";"1";"0,000"
"PB";"ÁGUA BRANCA";"PT";"25";"0,007"
"PB";"ÁGUA BRANCA";"PTB";"2";"0,001"
"PB";"ÁGUA BRANCA";"PTC";"15";"0,004"
"PB";"AGUIAR";"AVANTE";"30";"0,009"
"PB";"AGUIAR";"DC";"57";"0,016"
"PB";"AGUIAR";"DEM";"106";"0,030"
"PB";"AGUIAR";"MDB";"75";"0,021"
"PB";"AGUIAR";"PC DO B";"38";"0,011"
"PB";"AGUIAR";"PDT";"19";"0,005"
"PB";"AGUIAR";"PHS";"12";"0,003"
"PB";"AGUIAR";"PMB";"7";"0,002"
"PB";"AGUIAR";"PMN";"20";"0,006"
"PB";"AGUIAR";"PP";"77";"0,022"
"PB";"AGUIAR";"PPL";"34";"0,010"
"PB";"AGUIAR";"PPS";"54";"0,015"
"PB";"AGUIAR";"PR";"106";"0,030"
"PB";"AGUIAR";"PRB";"25";"0,007"
"PB";"AGUIAR";"PROS";"12";"0,003"
"PB";"AGUIAR";"PRP";"68";"0,019"
"PB";"AGUIAR";"PRTB";"16";"0,005"
"PB";"AGUIAR";"PSB";"63";"0,018"
"PB";"AGUIAR";"PSC";"28";"0,008"
"PB";"AGUIAR";"PSD";"7";"0,002"
"PB";"AGUIAR";"PSDB";"131";"0,038"
"PB";"AGUIAR";"PSL";"43";"0,012"
"PB";"AGUIAR";"PT";"30";"0,009"
"PB";"AGUIAR";"PTB";"88";"0,025"
"PB";"AGUIAR";"PV";"27";"0,008"
"PB";"AGUIAR";"SD";"11";"0,003"
"PB";"ALAGOA GRANDE";"AVANTE";"31";"0,009"
"PB";"ALAGOA GRANDE";"DC";"56";"0,016"
"PB";"ALAGOA GRANDE";"DEM";"237";"0,068"
"PB";"ALAGOA GRANDE";"MDB";"203";"0,058"
"PB";"ALAGOA GRANDE";"PATRI";"42";"0,012"
"PB";"ALAGOA GRANDE";"PDT";"149";"0,043"
"PB";"ALAGOA GRANDE";"PHS";"15";"0,004"
"PB";"ALAGOA GRANDE";"PMB";"20";"0,006"
"PB";"ALAGOA GRANDE";"PMN";"21";"0,006"
"PB";"ALAGOA GRANDE";"PODE";"4";"0,001"
"PB";"ALAGOA GRANDE";"PP";"178";"0,051"
"PB";"ALAGOA GRANDE";"PPS";"169";"0,048"
"PB";"ALAGOA GRANDE";"PR";"147";"0,042"
"PB";"ALAGOA GRANDE";"PRB";"51";"0,015"
"PB";"ALAGOA GRANDE";"PRP";"13";"0,004"
"PB";"ALAGOA GRANDE";"PSB";"65";"0,019"
"PB";"ALAGOA GRANDE";"PSC";"52";"0,015"
"PB";"ALAGOA GRANDE";"PSD";"37";"0,011"
"PB";"ALAGOA GRANDE";"PSDB";"86";"0,025"
"PB";"ALAGOA GRANDE";"PSL";"34";"0,010"
"PB";"ALAGOA GRANDE";"PSOL";"1";"0,000"
"PB";"ALAGOA GRANDE";"PT";"239";"0,068"
"PB";"ALAGOA GRANDE";"PTB";"45";"0,013"
"PB";"ALAGOA GRANDE";"PTC";"7";"0,002"
"PB";"ALAGOA GRANDE";"PV";"5";"0,001"
"PB";"ALAGOA GRANDE";"SD";"23";"0,007"
"PB";"ALAGOA NOVA";"AVANTE";"81";"0,023"
"PB";"ALAGOA NOVA";"DEM";"79";"0,023"
"PB";"ALAGOA NOVA";"MDB";"252";"0,072"
"PB";"ALAGOA NOVA";"PC DO B";"2";"0,001"
"PB";"ALAGOA NOVA";"PDT";"87";"0,025"
"PB";"ALAGOA NOVA";"PHS";"36";"0,010"
"PB";"ALAGOA NOVA";"PP";"228";"0,065"
"PB";"ALAGOA NOVA";"PPS";"36";"0,010"
"PB";"ALAGOA NOVA";"PR";"1";"0,000"
"PB";"ALAGOA NOVA";"PROS";"18";"0,005"
"PB";"ALAGOA NOVA";"PSB";"75";"0,021"
"PB";"ALAGOA NOVA";"PSD";"68";"0,019"
"PB";"ALAGOA NOVA";"PSDB";"191";"0,055"
"PB";"ALAGOA NOVA";"PSL";"12";"0,003"
"PB";"ALAGOA NOVA";"PT";"140";"0,040"
"PB";"ALAGOA NOVA";"PTB";"85";"0,024"
"PB";"ALAGOA NOVA";"PTC";"3";"0,001"
